model,params,text,sentence,condition,log_prob,num_tokens,identified_token,surprisal,final_word
text-curie-001,6700000000,True,"I appreciate the more expensive things in life: diamonds, caviar, and champagne.",S,-2.9236414,1, champagne,2.9236414, champagne
text-curie-001,6700000000,True,"I appreciate the more expensive things in life: diamonds, caviar, and postage.",J,-11.787744,1, postage,11.787744, postage
text-curie-001,6700000000,True,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",J,-14.227367,1, boy,14.227367, boy
text-curie-001,6700000000,True,"I asked him if he started out as an editor, and he said that years ago he used to be a journalist.",S,-3.1339455,1, journalist,3.1339455, journalist
text-curie-001,6700000000,True,"I asked the florist what I should give to my girlfriend, and he suggested his address.",J,-12.917214,1, address,12.917214, address
text-curie-001,6700000000,True,"I asked the florist what I should give to my girlfriend, and he suggested his tulips.",S,-11.93276807,2, tulips,11.93276807, tulips
text-curie-001,6700000000,True,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a dress.",J,-11.763189,1, dress,11.763189, dress
text-curie-001,6700000000,True,"I asked the woman at the party if she remembered me from last year, and she said she never forgets a name.",S,-8.993318,1, name,8.993318, name
text-curie-001,6700000000,True,"I can walk on water, but I stagger on alcohol.",J,-11.6261835,1, alcohol,11.6261835, alcohol
text-curie-001,6700000000,True,"I can walk on water, but I stagger on concrete.",S,-7.5494056,1, concrete,7.5494056, concrete
text-curie-001,6700000000,True,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my pay.",S,-1.8137872,1, pay,1.8137872, pay
text-curie-001,6700000000,True,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",J,-15.208543,1, umbrella,15.208543, umbrella
text-curie-001,6700000000,True,"I got a car for my wife, and I thought it was a good choice.",S,-6.2085905,1, choice,6.2085905, choice
text-curie-001,6700000000,True,"I got a car for my wife, and I thought it was a good trade.",J,-8.444583,1, trade,8.444583, trade
text-curie-001,6700000000,True,"I hope this train stops at Grand Central because if it doesn't, there will be a crash.",J,-9.129826,1, crash,9.129826, crash
text-curie-001,6700000000,True,"I hope this train stops at Grand Central because if it doesn't, there will be a delay.",S,-5.7355304,1, delay,5.7355304, delay
text-curie-001,6700000000,True,I knew a streetwalker who was so exclusive she had an unlisted telephone booth.,J,-9.211947,1, booth,9.211947, booth
text-curie-001,6700000000,True,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,S,-8.6423435,1, line,8.6423435, line
text-curie-001,6700000000,True,I know one couple who got divorced and had to leave the house to the attorney.,J,-13.432007,1, attorney,13.432007, attorney
text-curie-001,6700000000,True,I know one couple who got divorced and had to leave the house to the daughter.,S,-8.63718,1, daughter,8.63718, daughter
text-curie-001,6700000000,True,"I still miss my ex-wife, but I am improving my aim.",J,-16.353397,1, aim,16.353397, aim
text-curie-001,6700000000,True,"I still miss my ex-wife, but I am improving my ego.",S,-13.867891,1, ego,13.867891, ego
text-curie-001,6700000000,True,I went to a place that serves breakfast any time and ordered French toast in the nighttime.,S,-17.12144,1, nighttime,17.12144, nighttime
text-curie-001,6700000000,True,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,J,-16.035395,1, Renaissance,16.035395, Renaissance
text-curie-001,6700000000,True,"I've got Parkinson's disease, and he's got gout.",S,-10.378978403,2, gout,10.378978403, gout
text-curie-001,6700000000,True,"I've got Parkinson's disease, and he's got mine.",J,-7.842726,1, mine,7.842726, mine
text-curie-001,6700000000,True,"If there's one thing that counts in business, it's bookkeepers.",J,-18.130464,2, bookkeepers,18.130464, bookkeepers
text-curie-001,6700000000,True,"If there's one thing that counts in business, it's resources.",S,-10.469749,1, resources,10.469749, resources
text-curie-001,6700000000,True,"If you're filthy rich, sending your kids to college is a wonderful cleaner.",J,-20.441847,1, cleaner,20.441847, cleaner
text-curie-001,6700000000,True,"If you're filthy rich, sending your kids to college is a wonderful luxury.",S,-2.1118805,1, luxury,2.1118805, luxury
text-curie-001,6700000000,True,In some marriages the bride is given away by the family.,S,-4.0637355,1, family,4.0637355, family
text-curie-001,6700000000,True,In some marriages the bride is given away by the press.,J,-20.335386,1, press,20.335386, press
text-curie-001,6700000000,True,"In the game of golf, nothing counts as much as your drives.",S,-6.217477,1, drives,6.217477, drives
text-curie-001,6700000000,True,"In the game of golf, nothing counts as much as your opponent.",J,-8.184301,1, opponent,8.184301, opponent
text-curie-001,6700000000,True,"In the U.S. the five cent piece is made of nickel, while pennies are mainly made of copper.",E,-0.005552342,1, copper,0.005552342, copper
text-curie-001,6700000000,True,"It was so hot at Playboy, the centerfold took off her bikini.",S,-5.3891487,1, bikini,5.3891487, bikini
text-curie-001,6700000000,True,"It was so hot at Playboy, the centerfold took off her staple.",J,-19.000341,1, staple,19.000341, staple
text-curie-001,6700000000,True,It was too hot to sleep in a bed so he strung up a mesh hammock.,E,-0.272651714315,2, hammock,0.272651714315, hammock
text-curie-001,6700000000,True,"It's always nicer to give than to receive, especially when it's your opinion.",J,-10.758142,1, opinion,10.758142, opinion
text-curie-001,6700000000,True,"It's always nicer to give than to receive, especially when it's your parents.",S,-8.403541,1, parents,8.403541, parents
text-curie-001,6700000000,True,It's extraordinary what fine poker hand you get when you're playing bridge.,J,-7.028733,1, bridge,7.028733, bridge
text-curie-001,6700000000,True,It's extraordinary what fine poker hand you get when you're playing stud.,S,-6.1899943,1, stud,6.1899943, stud
text-curie-001,6700000000,True,It's hard to admit when one is wrong.,E,-0.006603703,1, wrong,0.006603703, wrong
text-curie-001,6700000000,True,"It's hard to raise a family nowadays, especially in the country.",S,-8.328623,1, country,8.328623, country
text-curie-001,6700000000,True,"It's hard to raise a family nowadays, especially in the morning.",J,-14.166912,1, morning,14.166912, morning
text-curie-001,6700000000,True,It's not hard to meet expenses; they're affordable.,S,-8.57073,1, affordable,8.57073, affordable
text-curie-001,6700000000,True,It's not hard to meet expenses; they're everywhere.,J,-1.9901719,1, everywhere,1.9901719, everywhere
text-curie-001,6700000000,True,Last Thanksgiving my wife spent all morning in the kitchen stuffing the bird.,S,-0.4243018,1, bird,0.4243018, bird
text-curie-001,6700000000,True,Last Thanksgiving my wife spent all morning in the kitchen stuffing the kids.,J,-10.126999,1, kids,10.126999, kids
text-curie-001,6700000000,True,"Love has its benefits, and they are usually called alimony.",J,-17.5638635,2, alimony,17.5638635, alimony
text-curie-001,6700000000,True,"Love has its benefits, and they are usually called memories.",S,-13.431119,1, memories,13.431119, memories
text-curie-001,6700000000,True,Many a freshman helps the college of his choice by becoming a dropout.,J,-13.1135964,2, dropout,13.1135964, dropout
text-curie-001,6700000000,True,Many a freshman helps the college of his choice by becoming a member.,S,-3.0747175,1, member,3.0747175, member
text-curie-001,6700000000,True,Many a man's idea of a vacation is to rest quietly in the shade of a blonde.,J,-15.501003,1, blonde,15.501003, blonde
text-curie-001,6700000000,True,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,S,-0.25337937,1, palm,0.25337937, palm
text-curie-001,6700000000,True,"Many things run in families, especially noses.",J,-10.98071,1, noses,10.98071, noses
text-curie-001,6700000000,True,"Many things run in families, especially strength.",S,-11.210884,1, strength,11.210884, strength
text-curie-001,6700000000,True,Modern science is amazing: garbage is now being made into gasoline.,S,-5.278203,1, gasoline,5.278203, gasoline
text-curie-001,6700000000,True,Modern science is amazing: garbage is now being made into movies.,J,-12.116231,1, movies,12.116231, movies
text-curie-001,6700000000,True,Most cats see very well at night.,E,-0.008646709,1, night,0.008646709, night
text-curie-001,6700000000,True,Most of the people running for office are not politicians; they're candidates.,S,-6.1872225,1, candidates,6.1872225, candidates
text-curie-001,6700000000,True,Most of the people running for office are not politicians; they're commuters.,J,-12.770265,1, commuters,12.770265, commuters
text-curie-001,6700000000,True,Mrs Martin told the bad student to stand in the corner.,E,-0.015201395,1, corner,0.015201395, corner
text-curie-001,6700000000,True,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our drinks.,J,-13.832154,1, drinks,13.832154, drinks
text-curie-001,6700000000,True,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,S,-7.4332237,1, stove,7.4332237, stove
text-curie-001,6700000000,True,My church welcomes all denominations but prefers Mormons.,S,-9.879188,1, Mormons,9.879188, Mormons
text-curie-001,6700000000,True,My church welcomes all denominations but prefers twenties.,J,-20.931534,1, twenties,20.931534, twenties
text-curie-001,6700000000,True,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,J,-21.593508,1, millionaire,21.593508, millionaire
text-curie-001,6700000000,True,My doctor has never violated his oath: the oath he took years ago to become a practitioner.,S,-12.603577,1, practitioner,12.603577, practitioner
text-curie-001,6700000000,True,My husband took the money we were saving to buy a new car and blew it all at the laundry.,J,-15.755258,1, laundry,15.755258, laundry
text-curie-001,6700000000,True,My husband took the money we were saving to buy a new car and blew it all at the tables.,S,-11.508071,1, tables,11.508071, tables
text-curie-001,6700000000,True,"My mechanic couldn't fix my brakes, so he fixed my clutch.",S,-7.8442774,1, clutch,7.8442774, clutch
text-curie-001,6700000000,True,"My mechanic couldn't fix my brakes, so he fixed my horn.",J,-6.276346,1, horn,6.276346, horn
text-curie-001,6700000000,True,My wife did natural childbirth: no anesthetic.,S,-8.3970675,2, anesthetic,8.3970675, anesthetic
text-curie-001,6700000000,True,My wife did natural childbirth: no makeup.,J,-13.916754,1, makeup,13.916754, makeup
text-curie-001,6700000000,True,"Nature has three ways of thinning the herd: drought, famine, and hunting.",S,-8.61822,1, hunting,8.61822, hunting
text-curie-001,6700000000,True,"Nature has three ways of thinning the herd: drought, famine, and primaries.",J,-20.161245,1, primaries,20.161245, primaries
text-curie-001,6700000000,True,No patient should leave the hospital until he's strong enough to face the cashier.,J,-19.6416495,2, cashier,19.6416495, cashier
text-curie-001,6700000000,True,No patient should leave the hospital until he's strong enough to face the outside.,S,-0.4279813,1, outside,0.4279813, outside
text-curie-001,6700000000,True,None of his books made any sense.,E,-3.4380643,1, sense,3.4380643, sense
text-curie-001,6700000000,True,Nothing ages a woman faster than hardships.,S,-13.22739,1, hardships,13.22739, hardships
text-curie-001,6700000000,True,Nothing ages a woman faster than identification.,J,-19.8312,1, identification,19.8312, identification
text-curie-001,6700000000,True,Nothing in the known universe travels faster than gossip.,J,-17.712105,1, gossip,17.712105, gossip
text-curie-001,6700000000,True,Nothing in the known universe travels faster than radiation.,S,-14.469765,1, radiation,14.469765, radiation
text-curie-001,6700000000,True,Nothing you put in a banana split is as potentially fattening as the spoon.,J,-9.012441,1, spoon,9.012441, spoon
text-curie-001,6700000000,True,Nothing you put in a banana split is as potentially fattening as the syrup.,S,-6.7588773,1, syrup,6.7588773, syrup
text-curie-001,6700000000,True,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their careers.",S,-6.7611175,1, careers,6.7611175, careers
text-curie-001,6700000000,True,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",J,-3.1452685421196,3, nuptials,3.1452685421196, nuptials
text-curie-001,6700000000,True,"Once a week they hold a bingo game, and all the proceeds go to fight disease.",S,-7.165574,1, disease,7.165574, disease
text-curie-001,6700000000,True,"Once a week they hold a bingo game, and all the proceeds go to fight gambling.",J,-10.613013,1, gambling,10.613013, gambling
text-curie-001,6700000000,True,One good turn gets most of the blanket.,J,-10.814991,1, blanket,10.814991, blanket
text-curie-001,6700000000,True,One good turn gets most of the profit.,S,-8.222176,1, profit,8.222176, profit
text-curie-001,6700000000,True,One good way to invest in the country is to buy a business.,S,-4.087662,1, business,4.087662, business
text-curie-001,6700000000,True,One good way to invest in the country is to buy a senator.,J,-15.559369,1, senator,15.559369, senator
text-curie-001,6700000000,True,One person who sure makes a long story short is my aunt.,S,-6.7581677,1, aunt,6.7581677, aunt
text-curie-001,6700000000,True,One person who sure makes a long story short is my editor.,J,-4.3089643,1, editor,4.3089643, editor
text-curie-001,6700000000,True,One thing that makes the world go round is detours.,J,-18.6732164,2, detours,18.6732164, detours
text-curie-001,6700000000,True,One thing that makes the world go round is greed.,S,-9.999983,1, greed,9.999983, greed
text-curie-001,6700000000,True,One way to keep pornography away from teenagers is to put it in a cabinet.,S,-8.774834,1, cabinet,8.774834, cabinet
text-curie-001,6700000000,True,One way to keep pornography away from teenagers is to put it in a textbook.,J,-14.935404,1, textbook,14.935404, textbook
text-curie-001,6700000000,True,Our new green car blocked the narrow driveway.,E,-3.7606008,1, driveway,3.7606008, driveway
text-curie-001,6700000000,True,Our son brought home a note from school saying they need a written excuse for his presence.,J,-10.315387,1, presence,10.315387, presence
text-curie-001,6700000000,True,Our son brought home a note from school saying they need a written excuse for his tardiness.,S,-5.2227285833,3, tardiness,5.2227285833, tardiness
text-curie-001,6700000000,True,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",S,-8.039566,1, diversion,8.039566, diversion
text-curie-001,6700000000,True,"Parents support clubs for teenagers, especially when they lack other forms of punishment.",J,-16.43874,1, punishment,16.43874, punishment
text-curie-001,6700000000,True,Paul heard a loud grinding noise when someone put a tin can right down the garbage disposal.,E,-0.0073934854,1, disposal,0.0073934854, disposal
text-curie-001,6700000000,True,Politicians who are as American as apple pie still want their rewards.,S,-11.43988,1, rewards,11.43988, rewards
text-curie-001,6700000000,True,Politicians who are as American as apple pie still want their slice.,J,-5.7644687,1, slice,5.7644687, slice
text-curie-001,6700000000,True,Save the whales; start a coalition.,S,-10.077616,1, coalition,10.077616, coalition
text-curie-001,6700000000,True,Save the whales; start a collection.,J,-10.03936,1, collection,10.03936, collection
text-curie-001,6700000000,True,She always told girls not to look for a husband but just to date bachelors.,J,-15.397028889093,3, bachelors,15.397028889093, bachelors
text-curie-001,6700000000,True,She always told girls not to look for a husband but just to date someone.,S,-5.2616367,1, someone,5.2616367, someone
text-curie-001,6700000000,True,"She asked what state he was born in, and he said in the East.",S,-11.810075,1, East,11.810075, East
text-curie-001,6700000000,True,"She asked what state he was born in, and he said in the nude.",J,-15.906,1, nude,15.906, nude
text-curie-001,6700000000,True,She bought her father a tasteful tie for his birthday.,E,-0.18757886,1, birthday,0.18757886, birthday
text-curie-001,6700000000,True,She called her husband at his office.,E,-0.59473974,1, office,0.59473974, office
text-curie-001,6700000000,True,"She is so modest, she pulls down the shade to change her jacket.",S,-14.845292,1, jacket,14.845292, jacket
text-curie-001,6700000000,True,"She is so modest, she pulls down the shade to change her mind.",J,-6.9627185,1, mind,6.9627185, mind
text-curie-001,6700000000,True,She puts something behind her ears to attract men; lately she's been using her ankles.,J,-9.708493,1, ankles,9.708493, ankles
text-curie-001,6700000000,True,She puts something behind her ears to attract men; lately she's been using her vanilla.,S,-13.134916,1, vanilla,13.134916, vanilla
text-curie-001,6700000000,True,She read so much about the bad effects of cigarettes she decided to give up the habit.,S,-0.041205626,1, habit,0.041205626, habit
text-curie-001,6700000000,True,She read so much about the bad effects of cigarettes she decided to give up the reading.,J,-20.25377,1, reading,20.25377, reading
text-curie-001,6700000000,True,She tied up her hair with a yellow ribbon.,E,-1.077409,1, ribbon,1.077409, ribbon
text-curie-001,6700000000,True,"She told him he looked like a million, and she meant every century.",J,-17.968548,1, century,17.968548, century
text-curie-001,6700000000,True,"She told him he looked like a million, and she meant every syllable.",S,-6.4675365937730005,2, syllable,6.4675365937730005, syllable
text-curie-001,6700000000,True,She used a needle and a tweezers to pull out the splinter.,E,-3.62612796,2, splinter,3.62612796, splinter
text-curie-001,6700000000,True,She was suddenly called back to New York and had to take a cab to the airport.,E,-0.008070787,1, airport,0.008070787, airport
text-curie-001,6700000000,True,"She went on a fourteen day diet, but she only lost two ounces.",S,-5.187647,1, ounces,5.187647, ounces
text-curie-001,6700000000,True,"She went on a fourteen day diet, but she only lost two weeks.",J,-13.062716,1, weeks,13.062716, weeks
text-curie-001,6700000000,True,She's happy because she finally has a boyfriend who gets along with her father.,S,-5.3172708,1, father,5.3172708, father
text-curie-001,6700000000,True,She's happy because she finally has a boyfriend who gets along with her fiance.,J,-11.300887,1, fiance,11.300887, fiance
text-curie-001,6700000000,True,"Some babies are born to rule, while others are male.",J,-19.217007,1, male,19.217007, male
text-curie-001,6700000000,True,"Some babies are born to rule, while others are weak.",S,-15.771261,1, weak,15.771261, weak
text-curie-001,6700000000,True,"Some husbands are good providers, but only if you count children.",J,-11.447439,1, children,11.447439, children
text-curie-001,6700000000,True,"Some husbands are good providers, but only if you count salary.",S,-7.7902813,1, salary,7.7902813, salary
text-curie-001,6700000000,True,Some people think courtship is the first in a series of steps leading to divorce.,J,-12.343695,1, divorce,12.343695, divorce
text-curie-001,6700000000,True,Some people think courtship is the first in a series of steps leading to romance.,S,-8.362214,1, romance,8.362214, romance
text-curie-001,6700000000,True,Some people's only culture is bacteria.,J,-11.633942,1, bacteria,11.633942, bacteria
text-curie-001,6700000000,True,Some people's only culture is radio.,S,-11.16121,1, radio,11.16121, radio
text-curie-001,6700000000,True,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly blackjack.",S,-5.821930758,2, blackjack,5.821930758, blackjack
text-curie-001,6700000000,True,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",J,-11.577961,1, weddings,11.577961, weddings
text-curie-001,6700000000,True,Sunday is the day we bow our heads and putt.,J,-15.0425144,2, putt,15.0425144, putt
text-curie-001,6700000000,True,Sunday is the day we bow our heads and rest.,S,-7.5836954,1, rest,7.5836954, rest
text-curie-001,6700000000,True,The accident injured his spinal cord and his legs are paralyzed.,E,-0.79589784,1, paralyzed,0.79589784, paralyzed
text-curie-001,6700000000,True,The art museum just acquired an early Rembrandt; it's done in charcoal.,S,-5.827099,1, charcoal,5.827099, charcoal
text-curie-001,6700000000,True,The art museum just acquired an early Rembrandt; it's done in Crayola.,J,-15.06968496,3, Crayola,15.06968496, Crayola
text-curie-001,6700000000,True,The baby cried and upset her mother.,E,-0.7233404,1, mother,0.7233404, mother
text-curie-001,6700000000,True,The bartender dropped two olives into the strong martini.,E,-5.8964930307,2, martini,5.8964930307, martini
text-curie-001,6700000000,True,The best bargain I ever got was when I went to a family garage sale and bought a grandma.,J,-12.704414,1, grandma,12.704414, grandma
text-curie-001,6700000000,True,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,S,-7.988490942999999,2, toaster,7.988490942999999, toaster
text-curie-001,6700000000,True,The best gift for the man who has everything is neckties.,S,-17.0469995,2, neckties,17.0469995, neckties
text-curie-001,6700000000,True,The best gift for the man who has everything is penicillin.,J,-23.22441406217,3, penicillin,23.22441406217, penicillin
text-curie-001,6700000000,True,The best way to keep the milk from turning sour is to keep it in the cold.,S,-6.2879643,1, cold,6.2879643, cold
text-curie-001,6700000000,True,The best way to keep the milk from turning sour is to keep it in the cow.,J,-8.761214,1, cow,8.761214, cow
text-curie-001,6700000000,True,The best way to remove coffee stains from a white blouse is with detergent.,S,-6.52414294528,2, detergent,6.52414294528, detergent
text-curie-001,6700000000,True,The best way to remove coffee stains from a white blouse is with scissors.,J,-15.180737,1, scissors,15.180737, scissors
text-curie-001,6700000000,True,The best way to stop an elephant from charging is to cut off its credit.,J,-13.655693,1, credit,13.655693, credit
text-curie-001,6700000000,True,The best way to stop an elephant from charging is to cut off its toes.,S,-13.652219,1, toes,13.652219, toes
text-curie-001,6700000000,True,The bill was due at the end of the month.,E,-0.76837987,1, month,0.76837987, month
text-curie-001,6700000000,True,The book that tells you where you can go on vacation is called a checkbook.,J,-15.2517642,2, checkbook,15.2517642, checkbook
text-curie-001,6700000000,True,The book that tells you where you can go on vacation is called a guidebook.,S,-2.67465366,2, guidebook,2.67465366, guidebook
text-curie-001,6700000000,True,The children held their hands and formed a circle.,E,-1.6505535,1, circle,1.6505535, circle
text-curie-001,6700000000,True,The choir sang hymns while the people listened.,E,-5.7412868,1, listened,5.7412868, listened
text-curie-001,6700000000,True,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",S,-9.987737,1, crack,9.987737, crack
text-curie-001,6700000000,True,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and lawyers.",J,-16.124117,1, lawyers,16.124117, lawyers
text-curie-001,6700000000,True,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the admission.",S,-3.3652718,1, admission,3.3652718, admission
text-curie-001,6700000000,True,"The cops claimed that the prisoner just decided to come clean, but most people think he was forced into the bathtub.",J,-17.16968104,2, bathtub,17.16968104, bathtub
text-curie-001,6700000000,True,The curse of heavy drinking is that afterwards you get a huge bartab.,J,-26.318993400000004,2, bartab,26.318993400000004, bartab
text-curie-001,6700000000,True,The curse of heavy drinking is that afterwards you get a huge headache.,S,-0.10481158,1, headache,0.10481158, headache
text-curie-001,6700000000,True,The difference between a dog and a fox is about five beers.,J,-13.722137,1, beers,13.722137, beers
text-curie-001,6700000000,True,The difference between a dog and a fox is about five degrees.,S,-8.940492,1, degrees,8.940492, degrees
text-curie-001,6700000000,True,The difference between a good speaker and a bad one is often a nice diction.,S,-9.220767,1, diction,9.220767, diction
text-curie-001,6700000000,True,The difference between a good speaker and a bad one is often a nice nap.,J,-14.960085,1, nap,14.960085, nap
text-curie-001,6700000000,True,The doctor said he could have a stroke because his arteries were getting narrow and clogged.,E,-3.4251379372,2, clogged,3.4251379372, clogged
text-curie-001,6700000000,True,The doctor told her not to scratch no matter how much it itched.,E,-0.13027965,2, itched,0.13027965, itched
text-curie-001,6700000000,True,The farmer put a new engine in his old tractor.,E,-0.11972775,1, tractor,0.11972775, tractor
text-curie-001,6700000000,True,The first thing he does every morning is sit in the lotus position and meditate.,E,-1.72304777125,2, meditate,1.72304777125, meditate
text-curie-001,6700000000,True,The first two hundred story building opened in Chicago; it was a hotel.,S,-3.4272847,1, hotel,3.4272847, hotel
text-curie-001,6700000000,True,The first two hundred story building opened in Chicago; it was a library.,J,-4.463055,1, library,4.463055, library
text-curie-001,6700000000,True,The garment bag kept his suit from getting wrinkled.,E,-0.07543614502,2, wrinkled,0.07543614502, wrinkled
text-curie-001,6700000000,True,The husband who catches his wife in the act is probably on the snoop.,S,-19.372856400000003,2, snoop,19.372856400000003, snoop
text-curie-001,6700000000,True,The husband who catches his wife in the act is probably on the trapeze.,J,-18.0483812465,3, trapeze,18.0483812465, trapeze
text-curie-001,6700000000,True,The last time a guy in a mask took all my money I was in shock.,S,-12.694304,1, shock,12.694304, shock
text-curie-001,6700000000,True,The last time a guy in a mask took all my money I was in surgery.,J,-12.2108965,1, surgery,12.2108965, surgery
text-curie-001,6700000000,True,The lawyer feared that his client was guilty.,E,-2.0202963,1, guilty,2.0202963, guilty
text-curie-001,6700000000,True,The luggage handler seemed to take great delight in tossing the boxes marked fragile.,E,-3.4306123,1, fragile,3.4306123, fragile
text-curie-001,6700000000,True,The mole lived in a hole in the ground.,E,-0.025726281,1, ground,0.025726281, ground
text-curie-001,6700000000,True,The most popular instrument in a Scottish marching band is the bagpipe.,E,-2.6931511,2, bagpipe,2.6931511, bagpipe
text-curie-001,6700000000,True,The most prevalent form of legalized gambling is betting.,S,-3.260703,1, betting,3.260703, betting
text-curie-001,6700000000,True,The most prevalent form of legalized gambling is elections.,J,-14.329403,1, elections,14.329403, elections
text-curie-001,6700000000,True,The movers put the sofa on the bare floor.,E,-1.306948,1, floor,1.306948, floor
text-curie-001,6700000000,True,"The new tax forms are more realistic-- where your wife signs, it says: accomplice.",J,-20.343029264,2, accomplice,20.343029264, accomplice
text-curie-001,6700000000,True,"The new tax forms are more realistic-- where your wife signs, it says: partner.",S,-13.678199,1, partner,13.678199, partner
text-curie-001,6700000000,True,The newspaper photo was so murky he couldn't figure out who it was until he read the caption.,E,-0.19962339,1, caption,0.19962339, caption
text-curie-001,6700000000,True,The nurse gave him detailed instructions about how to clean the wound and put on a fresh bandage.,E,-0.160689045,2, bandage,0.160689045, bandage
text-curie-001,6700000000,True,The old wealthy family lived in a twelve bedroom mansion.,E,-0.79263425,1, mansion,0.79263425, mansion
text-curie-001,6700000000,True,The only crop that is grown in America and harvested abroad is the American tobacco.,S,-3.1030211,1, tobacco,3.1030211, tobacco
text-curie-001,6700000000,True,The only crop that is grown in America and harvested abroad is the American tourist.,J,-9.985186,1, tourist,9.985186, tourist
text-curie-001,6700000000,True,The only fishing through the ice that some men ever do is for the olive.,J,-13.192674,1, olive,13.192674, olive
text-curie-001,6700000000,True,The only fishing through the ice that some men ever do is for the trout.,S,-2.827987,1, trout,2.827987, trout
text-curie-001,6700000000,True,The only ones who want me for my body are losers.,S,-6.7247443,1, losers,6.7247443, losers
text-curie-001,6700000000,True,The only ones who want me for my body are mosquitoes.,J,-12.3610525,1, mosquitoes,12.3610525, mosquitoes
text-curie-001,6700000000,True,The only person who sticks closer to you in adversity than a friend is a creditor.,J,-14.3979435,1, creditor,14.3979435, creditor
text-curie-001,6700000000,True,The only person who sticks closer to you in adversity than a friend is a spouse.,S,-3.1255333,1, spouse,3.1255333, spouse
text-curie-001,6700000000,True,The only place where you can find people who spend all their time minding their own business is the bank.,S,-8.4299345,1, bank,8.4299345, bank
text-curie-001,6700000000,True,The only place where you can find people who spend all their time minding their own business is the cemetery.,J,-5.322579,1, cemetery,5.322579, cemetery
text-curie-001,6700000000,True,The only thing money can't buy is generosity.,S,-16.618973,1, generosity,16.618973, generosity
text-curie-001,6700000000,True,The only thing money can't buy is poverty.,J,-13.083723,1, poverty,13.083723, poverty
text-curie-001,6700000000,True,The only time my father ever raised a hand to his children was in discipline.,S,-6.2495127,1, discipline,6.2495127, discipline
text-curie-001,6700000000,True,The only time my father ever raised a hand to his children was in self-defense.,J,-0.849560647,3, self-defense,0.849560647, self-defense
text-curie-001,6700000000,True,The paint turned out to be the wrong color.,E,-0.02038398,1, color,0.02038398, color
text-curie-001,6700000000,True,The painter used water-based paint for the interior of the house but enamel for the exterior.,E,-0.38862148,1, exterior,0.38862148, exterior
text-curie-001,6700000000,True,The penalty for dishonesty is the disgrace of dying rich.,J,-13.579613,1, rich,13.579613, rich
text-curie-001,6700000000,True,The penalty for dishonesty is the disgrace of dying unloved.,S,-15.752328838,2, unloved,15.752328838, unloved
text-curie-001,6700000000,True,The perfect companion to a vegetarian dinner is a salad.,S,-3.6052458,1, salad,3.6052458, salad
text-curie-001,6700000000,True,The perfect companion to a vegetarian dinner is a steak.,J,-10.265446,1, steak,10.265446, steak
text-curie-001,6700000000,True,The policeman saw him throw the bottle out the window and gave him a ticket for littering.,E,-0.54814568703,2, littering,0.54814568703, littering
text-curie-001,6700000000,True,The Republican candidate won the election by a landslide.,E,-1.8356504,1, landslide,1.8356504, landslide
text-curie-001,6700000000,True,The rodeo champion was quite proud of his big silver belt buckle.,E,-0.0546224,1, buckle,0.0546224, buckle
text-curie-001,6700000000,True,The show had one act that was really offbeat: the clowns.,S,-8.0810297,2, clowns,8.0810297, clowns
text-curie-001,6700000000,True,The show had one act that was really offbeat: the singer.,J,-9.266614,1, singer,9.266614, singer
text-curie-001,6700000000,True,The surgeon tried vainly to save his patient.,E,-0.35007453,1, patient,0.35007453, patient
text-curie-001,6700000000,True,The teacher wrote the problem on the board.,E,-0.06385495,1, board,0.06385495, board
text-curie-001,6700000000,True,The terrorists planted a bomb in the airport and four people were killed in the explosion.,E,-0.6780965,1, explosion,0.6780965, explosion
text-curie-001,6700000000,True,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little finding.,J,-11.551544,1, finding,11.551544, finding
text-curie-001,6700000000,True,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,S,-7.33302052,2, sightseeing,7.33302052, sightseeing
text-curie-001,6700000000,True,The victim was rushed to the hospital in an ambulance.,E,-0.27819788,1, ambulance,0.27819788, ambulance
text-curie-001,6700000000,True,The visitor stared at the grandfather clock and seemed almost hypnotized by the swinging of the pendulum.,E,-0.0519238187,2, pendulum,0.0519238187, pendulum
text-curie-001,6700000000,True,The whole town came to hear their mayor speak.,E,-1.2161769,1, speak,1.2161769, speak
